"MYCOMBO,C,80","ET_Count,N,10,0","FIRST_MyHe,C,80","FIRST_ICES,C,80","FIRST_Sear,C,80","FIRST_MyNS,C,80","FIRST_MyDi,C,80","FIRST_MyD1,C,80","FIRST_MyCo,C,80","MyCalcArea,N,19,11","HSName,C,10"
18D4_WH,2,W,18D4,18D4-1,EW,WH,NH,18D4_WH,2200.07204368,18D4W
18D5_EH,2,W,18D5,18D5-2,EW,EH,NH,18D5_EH,2200.07186414,18D5E
18D5_WH,2,W,18D5,18D5-1,EW,WH,NH,18D5_WH,2200.07192737,18D5W
18D6_EH,2,W,18D6,18D6-2,EW,EH,NH,18D6_EH,2200.07172754,18D6E
18D6_WH,2,W,18D6,18D6-1,EW,WH,NH,18D6_WH,2200.07179753,18D6W
18D7_EH,2,W,18D7,18D7-2,EW,EH,NH,18D7_EH,2200.07157748,18D7E
18D7_WH,2,W,18D7,18D7-1,EW,WH,NH,18D7_WH,2200.07165419,18D7W
18D8_EH,2,W,18D8,18D8-2,EW,EH,NH,18D8_EH,2200.071414,18D8E
18D8_WH,2,W,18D8,18D8-1,EW,WH,NH,18D8_WH,2200.07149741,18D8W
18D9_EH,2,W,18D9,18D9-2,EW,EH,NH,18D9_EH,2200.07123714,18D9E
18D9_WH,2,W,18D9,18D9-1,EW,WH,NH,18D9_WH,2200.07132724,18D9W
18E0_NH,2,W,18E0,18E0-1,NS,WH,NH,18E0_NH,2195.37833717,18E0N
18E0_SH,2,W,18E0,18E0-3,NS,WH,SH,18E0_SH,2204.7638535,18E0S
18E1_NH,2,W,18E1,18E1-1,NS,WH,NH,18E1_NH,2195.37813791,18E1N
18E1_SH,2,W,18E1,18E1-3,NS,WH,SH,18E1_SH,2204.76365252,18E1S
18E2_NH,2,W,18E2,18E2-1,NS,WH,NH,18E2_NH,2195.37792549,18E2N
18E2_SH,2,W,18E2,18E2-3,NS,WH,SH,18E2_SH,2204.76343826,18E2S
18E3_NH,2,W,18E3,18E3-1,NS,WH,NH,18E3_NH,2195.37769998,18E3N
18E3_SH,2,W,18E3,18E3-3,NS,WH,SH,18E3_SH,2204.76321079,18E3S
18E4_NH,2,W,18E4,18E4-1,NS,WH,NH,18E4_NH,2197.47971811,18E4N
18E4_SH,2,W,18E4,18E4-3,NS,WH,SH,18E4_SH,2206.87285331,18E4S
18E5_EH,2,W,18E5,18E5-2,EW,EH,NH,18E5_EH,2200.00689446,18E5E
18E5_WH,2,W,18E5,18E5-1,EW,WH,NH,18E5_WH,2200.00956373,18E5W
18E6_EH,2,W,18E6,18E6-2,EW,EH,NH,18E6_EH,2200.00276203,18E6E
18E6_WH,2,W,18E6,18E6-1,EW,WH,NH,18E6_WH,2200.0044506,18E6W
18E7_EH,2,W,18E7,18E7-2,EW,EH,NH,18E7_EH,2200.0019033,18E7E
18E7_WH,2,W,18E7,18E7-1,EW,WH,NH,18E7_WH,2200.00194249,18E7W
18E8_EH,2,W,18E8,18E8-2,EW,EH,NH,18E8_EH,1305.52030929,18E8E
18E8_WH,2,W,18E8,18E8-1,EW,WH,NH,18E8_WH,2200.00296878,18E8W
19C1_EH,2,W,19C1,19C1-2,EW,EH,NH,19C1_EH,2181.21555396,19C1E
19C2_EH,2,W,19C2,19C2-2,EW,EH,NH,19C2_EH,2181.21560747,19C2E
19C2_WH,2,W,19C2,19C2-1,EW,WH,NH,19C2_WH,2181.21558239,19C2W
19C3_EH,2,W,19C3,19C3-2,EW,EH,NH,19C3_EH,2181.21564754,19C3E
19C3_WH,2,W,19C3,19C3-1,EW,WH,NH,19C3_WH,2181.21562918,19C3W
19C4_EH,2,W,19C4,19C4-2,EW,EH,NH,19C4_EH,2181.21567416,19C4E
19C4_WH,2,W,19C4,19C4-1,EW,WH,NH,19C4_WH,2181.21566253,19C4W
19C5_EH,2,W,19C5,19C5-2,EW,EH,NH,19C5_EH,2181.21568732,19C5E
19C5_WH,2,W,19C5,19C5-1,EW,WH,NH,19C5_WH,2181.21568242,19C5W
19C6_EH,2,W,19C6,19C6-2,EW,EH,NH,19C6_EH,2181.21568702,19C6E
19C6_WH,2,W,19C6,19C6-1,EW,WH,NH,19C6_WH,2181.21568885,19C6W
19C7_EH,2,W,19C7,19C7-2,EW,EH,NH,19C7_EH,2181.21567325,19C7E
19C7_WH,2,W,19C7,19C7-1,EW,WH,NH,19C7_WH,2181.21568182,19C7W
19C8_EH,2,W,19C8,19C8-2,EW,EH,NH,19C8_EH,2181.21564603,19C8E
19C8_WH,2,W,19C8,19C8-1,EW,WH,NH,19C8_WH,2181.21566132,19C8W
19C9_EH,2,W,19C9,19C9-2,EW,EH,NH,19C9_EH,2181.21560536,19C9E
19C9_WH,2,W,19C9,19C9-1,EW,WH,NH,19C9_WH,2181.21562738,19C9W
19D0_EH,2,W,19D0,19D0-2,EW,EH,NH,19D0_EH,2181.21555126,19D0E
19D0_WH,2,W,19D0,19D0-1,EW,WH,NH,19D0_WH,2181.21557999,19D0W
19D1_EH,2,W,19D1,19D1-2,EW,EH,NH,19D1_EH,2181.21548373,19D1E
19D1_WH,2,W,19D1,19D1-1,EW,WH,NH,19D1_WH,2181.21551917,19D1W
19D2_EH,2,W,19D2,19D2-2,EW,EH,NH,19D2_EH,2181.2154028,19D2E
19D2_WH,2,W,19D2,19D2-1,EW,WH,NH,19D2_WH,2181.21544494,19D2W
19D3_EH,2,W,19D3,19D3-2,EW,EH,NH,19D3_EH,2181.2153085,19D3E
19D3_WH,2,W,19D3,19D3-1,EW,WH,NH,19D3_WH,2181.21535732,19D3W
19D4_EH,2,W,19D4,19D4-2,EW,EH,NH,19D4_EH,2181.21520085,19D4E
19D4_WH,2,W,19D4,19D4-1,EW,WH,NH,19D4_WH,2181.21525634,19D4W
19D5_EH,2,W,19D5,19D5-2,EW,EH,NH,19D5_EH,2181.21507989,19D5E
19D5_WH,2,W,19D5,19D5-1,EW,WH,NH,19D5_WH,2181.21514203,19D5W
19D6_EH,2,W,19D6,19D6-2,EW,EH,NH,19D6_EH,2181.21494565,19D6E
19D6_WH,2,W,19D6,19D6-1,EW,WH,NH,19D6_WH,2181.21501443,19D6W
19D7_EH,2,W,19D7,19D7-2,EW,EH,NH,19D7_EH,2181.21479818,19D7E
19D7_WH,2,W,19D7,19D7-1,EW,WH,NH,19D7_WH,2181.21487357,19D7W
19D8_EH,2,W,19D8,19D8-2,EW,EH,NH,19D8_EH,2181.21463751,19D8E
19D8_WH,2,W,19D8,19D8-1,EW,WH,NH,19D8_WH,2181.21471949,19D8W
19D9_EH,2,W,19D9,19D9-2,EW,EH,NH,19D9_EH,2181.21446371,19D9E
19D9_WH,2,W,19D9,19D9-1,EW,WH,NH,19D9_WH,2181.21455225,19D9W
19E0_EH,2,W,19E0,19E0-2,EW,EH,NH,19E0_EH,2181.21427681,19E0E
19E0_WH,2,W,19E0,19E0-1,EW,WH,NH,19E0_WH,2181.21437189,19E0W
19E1_EH,2,W,19E1,19E1-2,EW,EH,NH,19E1_EH,2181.21407688,19E1E
19E1_WH,2,W,19E1,19E1-1,EW,WH,NH,19E1_WH,2181.21417847,19E1W
19E2_EH,2,W,19E2,19E2-2,EW,EH,NH,19E2_EH,2181.21386398,19E2E
19E2_WH,2,W,19E2,19E2-1,EW,WH,NH,19E2_WH,2181.21397205,19E2W
19E3_EH,2,W,19E3,19E3-2,EW,EH,NH,19E3_EH,2181.21363817,19E3E
19E3_WH,2,W,19E3,19E3-1,EW,WH,NH,19E3_WH,2181.21375269,19E3W
19E4_EH,2,W,19E4,19E4-2,EW,EH,NH,19E4_EH,2181.17396763,19E4E
19E4_WH,2,W,19E4,19E4-1,EW,WH,NH,19E4_WH,2185.43727473,19E4W
19E5_EH,2,W,19E5,19E5-2,EW,EH,NH,19E5_EH,2181.15803442,19E5E
19E5_WH,2,W,19E5,19E5-1,EW,WH,NH,19E5_WH,2181.16572709,19E5W
19E6_EH,2,W,19E6,19E6-2,EW,EH,NH,19E6_EH,2181.1466092,19E6E
19E6_WH,2,W,19E6,19E6-1,EW,WH,NH,19E6_WH,2181.15156711,19E6W
19E7_EH,2,W,19E7,19E7-2,EW,EH,NH,19E7_EH,2181.13997994,19E7E
19E7_WH,2,W,19E7,19E7-1,EW,WH,NH,19E7_WH,2181.14291423,19E7W
19E8_EH,2,W,19E8,19E8-2,EW,EH,NH,19E8_EH,1435.40687788,19E8E
19E8_WH,2,W,19E8,19E8-1,EW,WH,NH,19E8_WH,2181.14129567,19E8W
19E9_WH,2,W,19E9,19E9-1,EW,WH,NH,19E9_WH,332.141245878,19E9W
20C1_EH,2,W,20C1,20C1-2,EW,EH,NH,20C1_EH,2162.18810965,20C1E
20C2_EH,2,W,20C2,20C2-2,EW,EH,NH,20C2_EH,2162.18816222,20C2E
20C2_WH,2,W,20C2,20C2-1,EW,WH,NH,20C2_WH,2162.18813758,20C2W
20C3_EH,2,W,20C3,20C3-2,EW,EH,NH,20C3_EH,2162.18820158,20C3E
20C3_WH,2,W,20C3,20C3-1,EW,WH,NH,20C3_WH,2162.18818355,20C3W
20C4_EH,2,W,20C4,20C4-2,EW,EH,NH,20C4_EH,2162.18822774,20C4E
20C4_WH,2,W,20C4,20C4-1,EW,WH,NH,20C4_WH,2162.18821631,20C4W
20C5_EH,2,W,20C5,20C5-2,EW,EH,NH,20C5_EH,2162.18824067,20C5E
20C5_WH,2,W,20C5,20C5-1,EW,WH,NH,20C5_WH,2162.18823585,20C5W
20C6_EH,2,W,20C6,20C6-2,EW,EH,NH,20C6_EH,2162.18824037,20C6E
20C6_WH,2,W,20C6,20C6-1,EW,WH,NH,20C6_WH,2162.18824217,20C6W
20C7_EH,2,W,20C7,20C7-2,EW,EH,NH,20C7_EH,2162.18822685,20C7E
20C7_WH,2,W,20C7,20C7-1,EW,WH,NH,20C7_WH,2162.18823526,20C7W
20C8_EH,2,W,20C8,20C8-2,EW,EH,NH,20C8_EH,2162.18820011,20C8E
20C8_WH,2,W,20C8,20C8-1,EW,WH,NH,20C8_WH,2162.18821513,20C8W
20C9_EH,2,W,20C9,20C9-2,EW,EH,NH,20C9_EH,2162.18816015,20C9E
20C9_WH,2,W,20C9,20C9-1,EW,WH,NH,20C9_WH,2162.18818178,20C9W
20D0_EH,2,W,20D0,20D0-2,EW,EH,NH,20D0_EH,2162.18810699,20D0E
20D0_WH,2,W,20D0,20D0-1,EW,WH,NH,20D0_WH,2162.18813522,20D0W
20D1_EH,2,W,20D1,20D1-2,EW,EH,NH,20D1_EH,2162.18804065,20D1E
20D1_WH,2,W,20D1,20D1-1,EW,WH,NH,20D1_WH,2162.18807547,20D1W
20D2_EH,2,W,20D2,20D2-2,EW,EH,NH,20D2_EH,2162.18796114,20D2E
20D2_WH,2,W,20D2,20D2-1,EW,WH,NH,20D2_WH,2162.18800254,20D2W
20D3_EH,2,W,20D3,20D3-2,EW,EH,NH,20D3_EH,2162.1878685,20D3E
20D3_WH,2,W,20D3,20D3-1,EW,WH,NH,20D3_WH,2162.18791646,20D3W
20D4_EH,2,W,20D4,20D4-2,EW,EH,NH,20D4_EH,2162.18776274,20D4E
20D4_WH,2,W,20D4,20D4-1,EW,WH,NH,20D4_WH,2162.18781725,20D4W
20D5_EH,2,W,20D5,20D5-2,EW,EH,NH,20D5_EH,2162.1876439,20D5E
20D5_WH,2,W,20D5,20D5-1,EW,WH,NH,20D5_WH,2162.18770495,20D5W
20D6_EH,2,W,20D6,20D6-2,EW,EH,NH,20D6_EH,2162.18751201,20D6E
20D6_WH,2,W,20D6,20D6-1,EW,WH,NH,20D6_WH,2162.18757958,20D6W
20D7_EH,2,W,20D7,20D7-2,EW,EH,NH,20D7_EH,2162.18736713,20D7E
20D7_WH,2,W,20D7,20D7-1,EW,WH,NH,20D7_WH,2162.18744119,20D7W
20D8_EH,2,W,20D8,20D8-2,EW,EH,NH,20D8_EH,2162.18720928,20D8E
20D8_WH,2,W,20D8,20D8-1,EW,WH,NH,20D8_WH,2162.18728982,20D8W
20D9_EH,2,W,20D9,20D9-2,EW,EH,NH,20D9_EH,2162.18703852,20D9E
20D9_WH,2,W,20D9,20D9-1,EW,WH,NH,20D9_WH,2162.18712551,20D9W
20E0_EH,2,W,20E0,20E0-2,EW,EH,NH,20E0_EH,2162.18685491,20E0E
20E0_WH,2,W,20E0,20E0-1,EW,WH,NH,20E0_WH,2162.18694832,20E0W
20E1_EH,2,W,20E1,20E1-2,EW,EH,NH,20E1_EH,2162.18665848,20E1E
20E1_WH,2,W,20E1,20E1-1,EW,WH,NH,20E1_WH,2162.18675829,20E1W
20E2_EH,2,W,20E2,20E2-2,EW,EH,NH,20E2_EH,2162.18644932,20E2E
20E2_WH,2,W,20E2,20E2-1,EW,WH,NH,20E2_WH,2162.18655549,20E2W
20E3_EH,2,W,20E3,20E3-2,EW,EH,NH,20E3_EH,2162.18622748,20E3E
20E3_WH,2,W,20E3,20E3-1,EW,WH,NH,20E3_WH,2162.18633998,20E3W
20E4_EH,2,W,20E4,20E4-2,EW,EH,NH,20E4_EH,2162.16444203,20E4E
20E4_WH,2,W,20E4,20E4-1,EW,WH,NH,20E4_WH,2166.36786357,20E4W
20E5_EH,2,W,20E5,20E5-2,EW,EH,NH,20E5_EH,2162.14014716,20E5E
20E5_WH,2,W,20E5,20E5-1,EW,WH,NH,20E5_WH,2162.15203787,20E5W
20E6_EH,2,W,20E6,20E6-2,EW,EH,NH,20E6_EH,2162.12164258,20E6E
20E6_WH,2,W,20E6,20E6-1,EW,WH,NH,20E6_WH,2162.12974014,20E6W
20E7_EH,2,W,20E7,20E7-2,EW,EH,NH,20E7_EH,2162.10896195,20E7E
20E7_WH,2,W,20E7,20E7-1,EW,WH,NH,20E7_WH,2162.11530034,20E7W
20E8_EH,2,W,20E8,20E8-2,EW,EH,NH,20E8_EH,1496.40378649,20E8E
20E8_WH,2,W,20E8,20E8-1,EW,WH,NH,20E8_WH,2162.10441058,20E8W
20E9_WH,2,W,20E9,20E9-1,EW,WH,NH,20E9_WH,60.9080442113,20E9W
21C1_EH,2,W,21C1,21C1-2,EW,EH,NH,21C1_EH,2142.99134471,21C1E
21C2_EH,2,W,21C2,21C2-2,EW,EH,NH,21C2_EH,2142.99139634,21C2E
21C2_WH,2,W,21C2,21C2-1,EW,WH,NH,21C2_WH,2142.99137214,21C2W
21C3_EH,2,W,21C3,21C3-2,EW,EH,NH,21C3_EH,2142.991435,21C3E
21C3_WH,2,W,21C3,21C3-1,EW,WH,NH,21C3_WH,2142.99141729,21C3W
21C4_EH,2,W,21C4,21C4-2,EW,EH,NH,21C4_EH,2142.99146069,21C4E
21C4_WH,2,W,21C4,21C4-1,EW,WH,NH,21C4_WH,2142.99144947,21C4W
21C5_EH,2,W,21C5,21C5-2,EW,EH,NH,21C5_EH,2142.99147338,21C5E
21C5_WH,2,W,21C5,21C5-1,EW,WH,NH,21C5_WH,2142.99146866,21C5W
21C6_EH,2,W,21C6,21C6-2,EW,EH,NH,21C6_EH,2142.99147309,21C6E
21C6_WH,2,W,21C6,21C6-1,EW,WH,NH,21C6_WH,2142.99147486,21C6W
21C7_EH,2,W,21C7,21C7-2,EW,EH,NH,21C7_EH,2142.99145981,21C7E
21C7_WH,2,W,21C7,21C7-1,EW,WH,NH,21C7_WH,2142.99146808,21C7W
21C8_EH,2,W,21C8,21C8-2,EW,EH,NH,21C8_EH,2142.99143355,21C8E
21C8_WH,2,W,21C8,21C8-1,EW,WH,NH,21C8_WH,2142.9914483,21C8W
21C9_EH,2,W,21C9,21C9-2,EW,EH,NH,21C9_EH,2142.99139431,21C9E
21C9_WH,2,W,21C9,21C9-1,EW,WH,NH,21C9_WH,2142.99141555,21C9W
21D0_EH,2,W,21D0,21D0-2,EW,EH,NH,21D0_EH,2142.9913421,21D0E
21D0_WH,2,W,21D0,21D0-1,EW,WH,NH,21D0_WH,2142.99136982,21D0W
21D1_EH,2,W,21D1,21D1-2,EW,EH,NH,21D1_EH,2142.99127694,21D1E
21D1_WH,2,W,21D1,21D1-1,EW,WH,NH,21D1_WH,2142.99131114,21D1W
21D2_EH,2,W,21D2,21D2-2,EW,EH,NH,21D2_EH,2142.99119885,21D2E
21D2_WH,2,W,21D2,21D2-1,EW,WH,NH,21D2_WH,2142.99123951,21D2W
21D3_EH,2,W,21D3,21D3-2,EW,EH,NH,21D3_EH,2142.99110786,21D3E
21D3_WH,2,W,21D3,21D3-1,EW,WH,NH,21D3_WH,2142.99115497,21D3W
21D4_EH,2,W,21D4,21D4-2,EW,EH,NH,21D4_EH,2142.99100399,21D4E
21D4_WH,2,W,21D4,21D4-1,EW,WH,NH,21D4_WH,2142.99105753,21D4W
21D5_EH,2,W,21D5,21D5-2,EW,EH,NH,21D5_EH,2142.99088727,21D5E
21D5_WH,2,W,21D5,21D5-1,EW,WH,NH,21D5_WH,2142.99094723,21D5W
21D6_EH,2,W,21D6,21D6-2,EW,EH,NH,21D6_EH,2142.99075774,21D6E
21D6_WH,2,W,21D6,21D6-1,EW,WH,NH,21D6_WH,2142.99082411,21D6W
21D7_EH,2,W,21D7,21D7-2,EW,EH,NH,21D7_EH,2142.99061544,21D7E
21D7_WH,2,W,21D7,21D7-1,EW,WH,NH,21D7_WH,2142.99068819,21D7W
21D8_EH,2,W,21D8,21D8-2,EW,EH,NH,21D8_EH,2142.99046041,21D8E
21D8_WH,2,W,21D8,21D8-1,EW,WH,NH,21D8_WH,2142.99053951,21D8W
21D9_EH,2,W,21D9,21D9-2,EW,EH,NH,21D9_EH,2142.9902927,21D9E
21D9_WH,2,W,21D9,21D9-1,EW,WH,NH,21D9_WH,2142.99037814,21D9W
21E0_EH,2,W,21E0,21E0-2,EW,EH,NH,21E0_EH,2142.99011236,21E0E
21E0_WH,2,W,21E0,21E0-1,EW,WH,NH,21E0_WH,2142.99020411,21E0W
21E1_EH,2,W,21E1,21E1-2,EW,EH,NH,21E1_EH,2142.98991945,21E1E
21E1_WH,2,W,21E1,21E1-1,EW,WH,NH,21E1_WH,2142.99001747,21E1W
21E2_EH,2,W,21E2,21E2-2,EW,EH,NH,21E2_EH,2142.98971402,21E2E
21E2_WH,2,W,21E2,21E2-1,EW,WH,NH,21E2_WH,2142.98981829,21E2W
21E3_EH,2,W,21E3,21E3-2,EW,EH,NH,21E3_EH,2142.98949613,21E3E
21E3_WH,2,W,21E3,21E3-1,EW,WH,NH,21E3_WH,2142.98960663,21E3W
21E4_EH,2,W,21E4,21E4-2,EW,EH,NH,21E4_EH,2142.97969544,21E4E
21E4_WH,2,W,21E4,21E4-1,EW,WH,NH,21E4_WH,2147.13679825,21E4W
21E5_EH,2,W,21E5,21E5-2,EW,EH,NH,21E5_EH,2142.95464436,21E5E
21E5_WH,2,W,21E5,21E5-1,EW,WH,NH,21E5_WH,2142.96778838,21E5W
21E6_EH,2,W,21E6,21E6-2,EW,EH,NH,21E6_EH,2142.93104201,21E6E
21E6_WH,2,W,21E6,21E6-1,EW,WH,NH,21E6_WH,2142.94156361,21E6W
21E7_EH,2,W,21E7,21E7-2,EW,EH,NH,21E7_EH,2142.89843053,21E7E
21E7_WH,2,W,21E7,21E7-1,EW,WH,NH,21E7_WH,2142.92082939,21E7W
21E8_EH,2,W,21E8,21E8-2,EW,EH,NH,21E8_EH,922.358813711,21E8E
21E8_WH,2,W,21E8,21E8-1,EW,WH,NH,21E8_WH,1953.38208315,21E8W
22C1_EH,2,W,22C1,22C1-2,EW,EH,NH,22C1_EH,2123.62660632,22C1E
22C2_EH,2,W,22C2,22C2-2,EW,EH,NH,22C2_EH,2123.62665702,22C2E
22C2_WH,2,W,22C2,22C2-1,EW,WH,NH,22C2_WH,2123.62663326,22C2W
22C3_EH,2,W,22C3,22C3-2,EW,EH,NH,22C3_EH,2123.62669498,22C3E
22C3_WH,2,W,22C3,22C3-1,EW,WH,NH,22C3_WH,2123.62667759,22C3W
22C4_EH,2,W,22C4,22C4-2,EW,EH,NH,22C4_EH,2123.62672019,22C4E
22C4_WH,2,W,22C4,22C4-1,EW,WH,NH,22C4_WH,2123.62670918,22C4W
22C5_EH,2,W,22C5,22C5-2,EW,EH,NH,22C5_EH,2123.62673266,22C5E
22C5_WH,2,W,22C5,22C5-1,EW,WH,NH,22C5_WH,2123.62672802,22C5W
22C6_EH,2,W,22C6,22C6-2,EW,EH,NH,22C6_EH,2123.62673238,22C6E
22C6_WH,2,W,22C6,22C6-1,EW,WH,NH,22C6_WH,2123.62673412,22C6W
22C7_EH,2,W,22C7,22C7-2,EW,EH,NH,22C7_EH,2123.62671934,22C7E
22C7_WH,2,W,22C7,22C7-1,EW,WH,NH,22C7_WH,2123.62672745,22C7W
22C8_EH,2,W,22C8,22C8-2,EW,EH,NH,22C8_EH,2123.62669355,22C8E
22C8_WH,2,W,22C8,22C8-1,EW,WH,NH,22C8_WH,2123.62670804,22C8W
22C9_EH,2,W,22C9,22C9-2,EW,EH,NH,22C9_EH,2123.62665502,22C9E
22C9_WH,2,W,22C9,22C9-1,EW,WH,NH,22C9_WH,2123.62667588,22C9W
22D0_EH,2,W,22D0,22D0-2,EW,EH,NH,22D0_EH,2123.62660376,22D0E
22D0_WH,2,W,22D0,22D0-1,EW,WH,NH,22D0_WH,2123.62663098,22D0W
22D1_EH,2,W,22D1,22D1-2,EW,EH,NH,22D1_EH,2123.62653979,22D1E
22D1_WH,2,W,22D1,22D1-1,EW,WH,NH,22D1_WH,2123.62657336,22D1W
22D2_EH,2,W,22D2,22D2-2,EW,EH,NH,22D2_EH,2123.62646312,22D2E
22D2_WH,2,W,22D2,22D2-1,EW,WH,NH,22D2_WH,2123.62650304,22D2W
22D3_EH,2,W,22D3,22D3-2,EW,EH,NH,22D3_EH,2123.62637378,22D3E
22D3_WH,2,W,22D3,22D3-1,EW,WH,NH,22D3_WH,2123.62642003,22D3W
22D4_EH,2,W,22D4,22D4-2,EW,EH,NH,22D4_EH,2123.62627179,22D4E
22D4_WH,2,W,22D4,22D4-1,EW,WH,NH,22D4_WH,2123.62632437,22D4W
22D5_EH,2,W,22D5,22D5-2,EW,EH,NH,22D5_EH,2123.6261572,22D5E
22D5_WH,2,W,22D5,22D5-1,EW,WH,NH,22D5_WH,2123.62621607,22D5W
22D6_EH,2,W,22D6,22D6-2,EW,EH,NH,22D6_EH,2123.62603002,22D6E
22D6_WH,2,W,22D6,22D6-1,EW,WH,NH,22D6_WH,2123.62609518,22D6W
22D7_EH,2,W,22D7,22D7-2,EW,EH,NH,22D7_EH,2123.6258903,22D7E
22D7_WH,2,W,22D7,22D7-1,EW,WH,NH,22D7_WH,2123.62596173,22D7W
22D8_EH,2,W,22D8,22D8-2,EW,EH,NH,22D8_EH,2123.62573809,22D8E
22D8_WH,2,W,22D8,22D8-1,EW,WH,NH,22D8_WH,2123.62581576,22D8W
22D9_EH,2,W,22D9,22D9-2,EW,EH,NH,22D9_EH,2123.62557343,22D9E
22D9_WH,2,W,22D9,22D9-1,EW,WH,NH,22D9_WH,2123.62565731,22D9W
22E0_EH,2,W,22E0,22E0-2,EW,EH,NH,22E0_EH,2123.62539636,22E0E
22E0_WH,2,W,22E0,22E0-1,EW,WH,NH,22E0_WH,2123.62548644,22E0W
22E1_EH,2,W,22E1,22E1-2,EW,EH,NH,22E1_EH,2123.62520695,22E1E
22E1_WH,2,W,22E1,22E1-1,EW,WH,NH,22E1_WH,2123.6253032,22E1W
22E2_EH,2,W,22E2,22E2-2,EW,EH,NH,22E2_EH,2123.62500526,22E2E
22E2_WH,2,W,22E2,22E2-1,EW,WH,NH,22E2_WH,2123.62510764,22E2W
22E3_EH,2,W,22E3,22E3-2,EW,EH,NH,22E3_EH,2123.62479133,22E3E
22E3_WH,2,W,22E3,22E3-1,EW,WH,NH,22E3_WH,2123.62489982,22E3W
22E4_EH,2,W,22E4,22E4-2,EW,EH,NH,22E4_EH,2123.61762894,22E4E
22E4_WH,2,W,22E4,22E4-1,EW,WH,NH,22E4_WH,2127.74854099,22E4W
22E5_EH,2,W,22E5,22E5-2,EW,EH,NH,22E5_EH,2123.60274298,22E5E
22E5_WH,2,W,22E5,22E5-1,EW,WH,NH,22E5_WH,2123.6111171,22E5W
22E6_EH,2,W,22E6,22E6-2,EW,EH,NH,22E6_EH,2123.5825091,22E6E
22E6_WH,2,W,22E6,22E6-1,EW,WH,NH,22E6_WH,2123.59050035,22E6W
22E7_EH,2,W,22E7,22E7-2,EW,EH,NH,22E7_EH,1862.87493968,22E7E
22E7_WH,2,W,22E7,22E7-1,EW,WH,NH,22E7_WH,2123.55786928,22E7W
22E8_WH,2,W,22E8,22E8-1,EW,WH,NH,22E8_WH,222.859570165,22E8W
23C1_EH,2,W,23C1,23C1-2,EW,EH,NH,23C1_EH,2104.09525774,23C1E
23C2_EH,2,W,23C2,23C2-2,EW,EH,NH,23C2_EH,2104.09530749,23C2E
23C2_WH,2,W,23C2,23C2-1,EW,WH,NH,23C2_WH,2104.09528417,23C2W
23C3_EH,2,W,23C3,23C3-2,EW,EH,NH,23C3_EH,2104.09534475,23C3E
23C3_WH,2,W,23C3,23C3-1,EW,WH,NH,23C3_WH,2104.09532768,23C3W
23C4_EH,2,W,23C4,23C4-2,EW,EH,NH,23C4_EH,2104.0953695,23C4E
23C4_WH,2,W,23C4,23C4-1,EW,WH,NH,23C4_WH,2104.09535869,23C4W
23C5_EH,2,W,23C5,23C5-2,EW,EH,NH,23C5_EH,2104.09538174,23C5E
23C5_WH,2,W,23C5,23C5-1,EW,WH,NH,23C5_WH,2104.09537718,23C5W
23C6_EH,2,W,23C6,23C6-2,EW,EH,NH,23C6_EH,2104.09538146,23C6E
23C6_WH,2,W,23C6,23C6-1,EW,WH,NH,23C6_WH,2104.09538316,23C6W
23C7_EH,2,W,23C7,23C7-2,EW,EH,NH,23C7_EH,2104.09536866,23C7E
23C7_WH,2,W,23C7,23C7-1,EW,WH,NH,23C7_WH,2104.09537663,23C7W
23C8_EH,2,W,23C8,23C8-2,EW,EH,NH,23C8_EH,2104.09534335,23C8E
23C8_WH,2,W,23C8,23C8-1,EW,WH,NH,23C8_WH,2104.09535757,23C8W
23C9_EH,2,W,23C9,23C9-2,EW,EH,NH,23C9_EH,2104.09530553,23C9E
23C9_WH,2,W,23C9,23C9-1,EW,WH,NH,23C9_WH,2104.095326,23C9W
23D0_EH,2,W,23D0,23D0-2,EW,EH,NH,23D0_EH,2104.09525522,23D0E
23D0_WH,2,W,23D0,23D0-1,EW,WH,NH,23D0_WH,2104.09528194,23D0W
23D1_EH,2,W,23D1,23D1-2,EW,EH,NH,23D1_EH,2104.09519243,23D1E
23D1_WH,2,W,23D1,23D1-1,EW,WH,NH,23D1_WH,2104.09522538,23D1W
23D2_EH,2,W,23D2,23D2-2,EW,EH,NH,23D2_EH,2104.09511718,23D2E
23D2_WH,2,W,23D2,23D2-1,EW,WH,NH,23D2_WH,2104.09515636,23D2W
23D3_EH,2,W,23D3,23D3-2,EW,EH,NH,23D3_EH,2104.09502949,23D3E
23D3_WH,2,W,23D3,23D3-1,EW,WH,NH,23D3_WH,2104.09507489,23D3W
23D4_EH,2,W,23D4,23D4-2,EW,EH,NH,23D4_EH,2104.09492939,23D4E
23D4_WH,2,W,23D4,23D4-1,EW,WH,NH,23D4_WH,2104.09498099,23D4W
23D5_EH,2,W,23D5,23D5-2,EW,EH,NH,23D5_EH,2104.09481691,23D5E
23D5_WH,2,W,23D5,23D5-1,EW,WH,NH,23D5_WH,2104.09487469,23D5W
23D6_EH,2,W,23D6,23D6-2,EW,EH,NH,23D6_EH,2104.09469208,23D6E
23D6_WH,2,W,23D6,23D6-1,EW,WH,NH,23D6_WH,2104.09475604,23D6W
23D7_EH,2,W,23D7,23D7-2,EW,EH,NH,23D7_EH,2104.09455495,23D7E
