"MYCOMBO,C,80","ET_Count,N,10,0","FIRST_MyHe,C,80","FIRST_ICES,C,80","FIRST_Sear,C,80","FIRST_MyNS,C,80","FIRST_MyDi,C,80","FIRST_MyD1,C,80","FIRST_MyCo,C,80","MyCalcArea,N,19,11","HSName,C,10"
57F1_WH,2,E,57F1,57F1-1,EW,WH,NH,57F1_WH,1351.66539335,57F1W
57F2_EH,2,E,57F2,57F2-2,EW,EH,NH,57F2_EH,1351.66520136,57F2E
57F2_WH,2,E,57F2,57F2-1,EW,WH,NH,57F2_WH,1351.66526651,57F2W
57F3_EH,2,E,57F3,57F3-2,EW,EH,NH,57F3_EH,1351.66506762,57F3E
57F3_WH,2,E,57F3,57F3-1,EW,WH,NH,57F3_WH,1351.66513506,57F3W
57F4_EH,2,E,57F4,57F4-2,EW,EH,NH,57F4_EH,1351.66492932,57F4E
57F4_WH,2,E,57F4,57F4-1,EW,WH,NH,57F4_WH,1351.66499904,57F4W
57F5_EH,2,E,57F5,57F5-2,EW,EH,NH,57F5_EH,1351.66478651,57F5E
57F5_WH,2,E,57F5,57F5-1,EW,WH,NH,57F5_WH,1351.66485848,57F5W
57F6_EH,2,E,57F6,57F6-2,EW,EH,NH,57F6_EH,1351.66463922,57F6E
57F6_WH,2,E,57F6,57F6-1,EW,WH,NH,57F6_WH,1351.66471342,57F6W
57F7_EH,2,E,57F7,57F7-2,EW,EH,NH,57F7_EH,1351.66448752,57F7E
57F7_WH,2,E,57F7,57F7-1,EW,WH,NH,57F7_WH,1351.66456392,57F7W
57F8_EH,2,E,57F8,57F8-2,EW,EH,NH,57F8_EH,1351.66433143,57F8E
57F8_WH,2,E,57F8,57F8-1,EW,WH,NH,57F8_WH,1351.66441002,57F8W
57F9_EH,2,E,57F9,57F9-2,EW,EH,NH,57F9_EH,1323.86234365,57F9E
57F9_WH,2,E,57F9,57F9-1,EW,WH,NH,57F9_WH,1351.66425175,57F9W
57G0_EH,2,E,57G0,57G0-2,EW,EH,NH,57G0_EH,118.355889391,57G0E
57G0_WH,2,E,57G0,57G0-1,EW,WH,NH,57G0_WH,809.920894429,57G0W
57G1_WH,2,E,57G1,57G1-1,EW,WH,NH,57G1_WH,130.821214375,57G1W
58E7_EH,2,W,58E7,58E7-2,EW,EH,NH,58E7_EH,1327.28294435,58E7E
58E8_EH,2,W,58E8,58E8-2,EW,EH,NH,58E8_EH,1327.28283793,58E8E
58E8_WH,2,W,58E8,58E8-1,EW,WH,NH,58E8_WH,1327.28289172,58E8W
58E9_EH,2,W,58E9,58E9-2,EW,EH,NH,58E9_EH,1327.28272694,58E9E
58E9_WH,2,W,58E9,58E9-1,EW,WH,NH,58E9_WH,1327.28278301,58E9W
58F0_EH,2,E,58F0,58F0-2,EW,EH,NH,58F0_EH,1327.2826114,58F0E
58F0_WH,2,E,58F0,58F0-1,EW,WH,NH,58F0_WH,1327.28266974,58F0W
58F1_EH,2,E,58F1,58F1-2,EW,EH,NH,58F1_EH,1327.28249136,58F1E
58F1_WH,2,E,58F1,58F1-1,EW,WH,NH,58F1_WH,1327.28255194,58F1W
58F2_EH,2,E,58F2,58F2-2,EW,EH,NH,58F2_EH,1327.28236685,58F2E
58F2_WH,2,E,58F2,58F2-1,EW,WH,NH,58F2_WH,1327.28242966,58F2W
58F3_EH,2,E,58F3,58F3-2,EW,EH,NH,58F3_EH,1327.28223791,58F3E
58F3_WH,2,E,58F3,58F3-1,EW,WH,NH,58F3_WH,1327.28230293,58F3W
58F4_EH,2,E,58F4,58F4-2,EW,EH,NH,58F4_EH,1327.28210457,58F4E
58F4_WH,2,E,58F4,58F4-1,EW,WH,NH,58F4_WH,1327.28217178,58F4W
58F5_EH,2,E,58F5,58F5-2,EW,EH,NH,58F5_EH,1327.28196688,58F5E
58F5_WH,2,E,58F5,58F5-1,EW,WH,NH,58F5_WH,1327.28203627,58F5W
58F6_EH,2,E,58F6,58F6-2,EW,EH,NH,58F6_EH,1327.28182488,58F6E
58F6_WH,2,E,58F6,58F6-1,EW,WH,NH,58F6_WH,1327.28189642,58F6W
58F7_EH,2,E,58F7,58F7-2,EW,EH,NH,58F7_EH,1327.28167862,58F7E
58F7_WH,2,E,58F7,58F7-1,EW,WH,NH,58F7_WH,1327.28175228,58F7W
58F8_EH,2,E,58F8,58F8-2,EW,EH,NH,58F8_EH,1327.28152813,58F8E
58F8_WH,2,E,58F8,58F8-1,EW,WH,NH,58F8_WH,1327.2816039,58F8W
58F9_EH,2,E,58F9,58F9-2,EW,EH,NH,58F9_EH,1327.28137346,58F9E
58F9_WH,2,E,58F9,58F9-1,EW,WH,NH,58F9_WH,1327.28145131,58F9W
58G0_EH,2,E,58G0,58G0-2,EW,EH,NH,58G0_EH,1156.36937472,58G0E
58G0_WH,2,E,58G0,58G0-1,EW,WH,NH,58G0_WH,1327.28129458,58G0W
58G1_WH,2,E,58G1,58G1-1,EW,WH,NH,58G1_WH,664.663873136,58G1W
59E8_EH,2,W,59E8,59E8-2,EW,EH,NH,59E8_EH,1302.79264999,59E8E
59E9_EH,2,W,59E9,59E9-2,EW,EH,NH,59E9_EH,1302.79254307,59E9E
59E9_WH,2,W,59E9,59E9-1,EW,WH,NH,59E9_WH,1302.79259708,59E9W
59F0_EH,2,E,59F0,59F0-2,EW,EH,NH,59F0_EH,1302.79243177,59F0E
59F0_WH,2,E,59F0,59F0-1,EW,WH,NH,59F0_WH,1302.79248797,59F0W
59F1_EH,2,E,59F1,59F1-2,EW,EH,NH,59F1_EH,1302.79231614,59F1E
59F1_WH,2,E,59F1,59F1-1,EW,WH,NH,59F1_WH,1302.7923745,59F1W
59F2_EH,2,E,59F2,59F2-2,EW,EH,NH,59F2_EH,1302.79219619,59F2E
59F2_WH,2,E,59F2,59F2-1,EW,WH,NH,59F2_WH,1302.7922567,59F2W
59F3_EH,2,E,59F3,59F3-2,EW,EH,NH,59F3_EH,1302.79207198,59F3E
59F3_WH,2,E,59F3,59F3-1,EW,WH,NH,59F3_WH,1302.79213462,59F3W
59F4_EH,2,E,59F4,59F4-2,EW,EH,NH,59F4_EH,1302.79194354,59F4E
59F4_WH,2,E,59F4,59F4-1,EW,WH,NH,59F4_WH,1302.79200828,59F4W
59F5_EH,2,E,59F5,59F5-2,EW,EH,NH,59F5_EH,1302.7918109,59F5E
59F5_WH,2,E,59F5,59F5-1,EW,WH,NH,59F5_WH,1302.79187774,59F5W
59F6_EH,2,E,59F6,59F6-2,EW,EH,NH,59F6_EH,1302.79167411,59F6E
59F6_WH,2,E,59F6,59F6-1,EW,WH,NH,59F6_WH,1302.79174302,59F6W
59F7_EH,2,E,59F7,59F7-2,EW,EH,NH,59F7_EH,1302.79153321,59F7E
59F7_WH,2,E,59F7,59F7-1,EW,WH,NH,59F7_WH,1302.79160417,59F7W
59F8_EH,2,E,59F8,59F8-2,EW,EH,NH,59F8_EH,1302.79138824,59F8E
59F8_WH,2,E,59F8,59F8-1,EW,WH,NH,59F8_WH,1302.79146123,59F8W
59F9_EH,2,E,59F9,59F9-2,EW,EH,NH,59F9_EH,1302.79123925,59F9E
59F9_WH,2,E,59F9,59F9-1,EW,WH,NH,59F9_WH,1302.79131425,59F9W
59G0_EH,2,E,59G0,59G0-2,EW,EH,NH,59G0_EH,1302.27549548,59G0E
59G0_WH,2,E,59G0,59G0-1,EW,WH,NH,59G0_WH,1302.79116326,59G0W
59G1_EH,2,E,59G1,59G1-2,EW,EH,NH,59G1_EH,1087.935683,59G1E
59G1_WH,2,E,59G1,59G1-1,EW,WH,NH,59G1_WH,1295.21709151,59G1W
59G2_WH,2,E,59G2,59G2-1,EW,WH,NH,59G2_WH,474.834198577,59G2W
60E8_EH,2,W,60E8,60E8-2,EW,EH,NH,60E8_EH,1278.19703331,60E8E
60E9_EH,2,W,60E9,60E9-2,EW,EH,NH,60E9_EH,1278.1969304,60E9E
60E9_WH,2,W,60E9,60E9-1,EW,WH,NH,60E9_WH,1278.19698238,60E9W
60F0_EH,2,E,60F0,60F0-2,EW,EH,NH,60F0_EH,1278.19682328,60F0E
60F0_WH,2,E,60F0,60F0-1,EW,WH,NH,60F0_WH,1278.19687736,60F0W
60F1_EH,2,E,60F1,60F1-2,EW,EH,NH,60F1_EH,1278.19671198,60F1E
60F1_WH,2,E,60F1,60F1-1,EW,WH,NH,60F1_WH,1278.19676815,60F1W
60F2_EH,2,E,60F2,60F2-2,EW,EH,NH,60F2_EH,1278.19659654,60F2E
60F2_WH,2,E,60F2,60F2-1,EW,WH,NH,60F2_WH,1278.19665478,60F2W
60F3_EH,2,E,60F3,60F3-2,EW,EH,NH,60F3_EH,1278.19647699,60F3E
60F3_WH,2,E,60F3,60F3-1,EW,WH,NH,60F3_WH,1278.19653728,60F3W
60F4_EH,2,E,60F4,60F4-2,EW,EH,NH,60F4_EH,1278.19635336,60F4E
60F4_WH,2,E,60F4,60F4-1,EW,WH,NH,60F4_WH,1278.19641568,60F4W
60F5_EH,2,E,60F5,60F5-2,EW,EH,NH,60F5_EH,1278.1962257,60F5E
60F5_WH,2,E,60F5,60F5-1,EW,WH,NH,60F5_WH,1278.19629004,60F5W
60F6_EH,2,E,60F6,60F6-2,EW,EH,NH,60F6_EH,1278.19609405,60F6E
60F6_WH,2,E,60F6,60F6-1,EW,WH,NH,60F6_WH,1278.19616037,60F6W
60F7_EH,2,E,60F7,60F7-2,EW,EH,NH,60F7_EH,1278.19595844,60F7E
60F7_WH,2,E,60F7,60F7-1,EW,WH,NH,60F7_WH,1278.19602673,60F7W
60F8_EH,2,E,60F8,60F8-2,EW,EH,NH,60F8_EH,1278.19581891,60F8E
60F8_WH,2,E,60F8,60F8-1,EW,WH,NH,60F8_WH,1278.19588916,60F8W
60F9_EH,2,E,60F9,60F9-2,EW,EH,NH,60F9_EH,1278.19567551,60F9E
60F9_WH,2,E,60F9,60F9-1,EW,WH,NH,60F9_WH,1278.19574769,60F9W
60G0_EH,2,E,60G0,60G0-2,EW,EH,NH,60G0_EH,1278.19552828,60G0E
60G0_WH,2,E,60G0,60G0-1,EW,WH,NH,60G0_WH,1278.19560237,60G0W
60G1_EH,2,E,60G1,60G1-2,EW,EH,NH,60G1_EH,1168.64528928,60G1E
60G1_WH,2,E,60G1,60G1-1,EW,WH,NH,60G1_WH,1278.19545325,60G1W
60G2_EH,2,E,60G2,60G2-2,EW,EH,NH,60G2_EH,176.16484743,60G2E
60G2_WH,2,E,60G2,60G2-1,EW,WH,NH,60G2_WH,984.545165941,60G2W
60G3_WH,2,E,60G3,60G3-1,EW,WH,NH,60G3_WH,35.8269411704,60G3W
61E9_EH,2,W,61E9,61E9-2,EW,EH,NH,61E9_EH,1253.49780843,61E9E
61F0_EH,2,E,61F0,61F0-2,EW,EH,NH,61F0_EH,1253.49770543,61F0E
61F0_WH,2,E,61F0,61F0-1,EW,WH,NH,61F0_WH,1253.49775744,61F0W
61F1_EH,2,E,61F1,61F1-2,EW,EH,NH,61F1_EH,1253.4975984,61F1E
61F1_WH,2,E,61F1,61F1-1,EW,WH,NH,61F1_WH,1253.49765242,61F1W
61F2_EH,2,E,61F2,61F2-2,EW,EH,NH,61F2_EH,1253.49748739,61F2E
61F2_WH,2,E,61F2,61F2-1,EW,WH,NH,61F2_WH,1253.49754339,61F2W
61F3_EH,2,E,61F3,61F3-2,EW,EH,NH,61F3_EH,1253.49737243,61F3E
61F3_WH,2,E,61F3,61F3-1,EW,WH,NH,61F3_WH,1253.4974304,61F3W
61F4_EH,2,E,61F4,61F4-2,EW,EH,NH,61F4_EH,1253.49725355,61F4E
61F4_WH,2,E,61F4,61F4-1,EW,WH,NH,61F4_WH,1253.49731348,61F4W
61F5_EH,2,E,61F5,61F5-2,EW,EH,NH,61F5_EH,1253.4971308,61F5E
61F5_WH,2,E,61F5,61F5-1,EW,WH,NH,61F5_WH,1253.49719266,61F5W
61F6_EH,2,E,61F6,61F6-2,EW,EH,NH,61F6_EH,1253.4970042,61F6E
61F6_WH,2,E,61F6,61F6-1,EW,WH,NH,61F6_WH,1253.49706797,61F6W
61F7_EH,2,E,61F7,61F7-2,EW,EH,NH,61F7_EH,1253.49687379,61F7E
61F7_WH,2,E,61F7,61F7-1,EW,WH,NH,61F7_WH,1253.49693947,61F7W
61F8_EH,2,E,61F8,61F8-2,EW,EH,NH,61F8_EH,1253.49673962,61F8E
61F8_WH,2,E,61F8,61F8-1,EW,WH,NH,61F8_WH,1253.49680717,61F8W
61F9_EH,2,E,61F9,61F9-2,EW,EH,NH,61F9_EH,1253.49660173,61F9E
61F9_WH,2,E,61F9,61F9-1,EW,WH,NH,61F9_WH,1253.49667114,61F9W
61G0_EH,2,E,61G0,61G0-2,EW,EH,NH,61G0_EH,1253.49646015,61G0E
61G0_WH,2,E,61G0,61G0-1,EW,WH,NH,61G0_WH,1253.4965314,61G0W
61G1_EH,2,E,61G1,61G1-2,EW,EH,NH,61G1_EH,1253.47874361,61G1E
61G1_WH,2,E,61G1,61G1-1,EW,WH,NH,61G1_WH,1253.496388,61G1W
61G2_EH,2,E,61G2,61G2-2,EW,EH,NH,61G2_EH,860.217963453,61G2E
61G2_WH,2,E,61G2,61G2-1,EW,WH,NH,61G2_WH,1161.70428447,61G2W
61G3_WH,2,E,61G3,61G3-1,EW,WH,NH,61G3_WH,224.776195496,61G3W
62E9_EH,2,W,62E9,62E9-2,EW,EH,NH,62E9_EH,1228.69710886,62E9E
62F0_EH,2,E,62F0,62F0-2,EW,EH,NH,62F0_EH,1228.6970099,62F0E
62F0_WH,2,E,62F0,62F0-1,EW,WH,NH,62F0_WH,1228.69705987,62F0W
62F1_EH,2,E,62F1,62F1-2,EW,EH,NH,62F1_EH,1228.69690708,62F1E
62F1_WH,2,E,62F1,62F1-1,EW,WH,NH,62F1_WH,1228.69695897,62F1W
62F2_EH,2,E,62F2,62F2-2,EW,EH,NH,62F2_EH,1228.69680044,62F2E
62F2_WH,2,E,62F2,62F2-1,EW,WH,NH,62F2_WH,1228.69685424,62F2W
62F3_EH,2,E,62F3,62F3-2,EW,EH,NH,62F3_EH,1228.69668999,62F3E
62F3_WH,2,E,62F3,62F3-1,EW,WH,NH,62F3_WH,1228.69674569,62F3W
62F4_EH,2,E,62F4,62F4-2,EW,EH,NH,62F4_EH,1228.69657579,62F4E
62F4_WH,2,E,62F4,62F4-1,EW,WH,NH,62F4_WH,1228.69663336,62F4W
62F5_EH,2,E,62F5,62F5-2,EW,EH,NH,62F5_EH,1228.69645785,62F5E
62F5_WH,2,E,62F5,62F5-1,EW,WH,NH,62F5_WH,1228.69651728,62F5W
62F6_EH,2,E,62F6,62F6-2,EW,EH,NH,62F6_EH,1228.69633623,62F6E
62F6_WH,2,E,62F6,62F6-1,EW,WH,NH,62F6_WH,1228.6963975,62F6W
62F7_EH,2,E,62F7,62F7-2,EW,EH,NH,62F7_EH,1228.69621095,62F7E
62F7_WH,2,E,62F7,62F7-1,EW,WH,NH,62F7_WH,1228.69627404,62F7W
62F8_EH,2,E,62F8,62F8-2,EW,EH,NH,62F8_EH,1228.69608205,62F8E
62F8_WH,2,E,62F8,62F8-1,EW,WH,NH,62F8_WH,1228.69614695,62F8W
62F9_EH,2,E,62F9,62F9-2,EW,EH,NH,62F9_EH,1228.69594958,62F9E
62F9_WH,2,E,62F9,62F9-1,EW,WH,NH,62F9_WH,1228.69601626,62F9W
62G0_EH,2,E,62G0,62G0-2,EW,EH,NH,62G0_EH,1228.69581357,62G0E
62G0_WH,2,E,62G0,62G0-1,EW,WH,NH,62G0_WH,1228.69588201,62G0W
62G1_EH,2,E,62G1,62G1-2,EW,EH,NH,62G1_EH,1228.69567406,62G1E
62G1_WH,2,E,62G1,62G1-1,EW,WH,NH,62G1_WH,1228.69574425,62G1W
62G2_EH,2,E,62G2,62G2-2,EW,EH,NH,62G2_EH,1190.02365228,62G2E
62G2_WH,2,E,62G2,62G2-1,EW,WH,NH,62G2_WH,1224.69818815,62G2W
62G3_WH,2,E,62G3,62G3-1,EW,WH,NH,62G3_WH,844.599026244,62G3W
63F0_EH,2,E,63F0,63F0-2,EW,EH,NH,63F0_EH,1203.79668039,63F0E
63F1_EH,2,E,63F1,63F1-2,EW,EH,NH,63F1_EH,1203.79658171,63F1E
63F1_WH,2,E,63F1,63F1-1,EW,WH,NH,63F1_WH,1203.79663151,63F1W
63F2_EH,2,E,63F2,63F2-2,EW,EH,NH,63F2_EH,1203.79647936,63F2E
63F2_WH,2,E,63F2,63F2-1,EW,WH,NH,63F2_WH,1203.79653099,63F2W
63F3_EH,2,E,63F3,63F3-2,EW,EH,NH,63F3_EH,1203.79637336,63F3E
63F3_WH,2,E,63F3,63F3-1,EW,WH,NH,63F3_WH,1203.79642681,63F3W
63F4_EH,2,E,63F4,63F4-2,EW,EH,NH,63F4_EH,1203.79626375,63F4E
63F4_WH,2,E,63F4,63F4-1,EW,WH,NH,63F4_WH,1203.796319,63F4W
63F5_EH,2,E,63F5,63F5-2,EW,EH,NH,63F5_EH,1203.79615056,63F5E
63F5_WH,2,E,63F5,63F5-1,EW,WH,NH,63F5_WH,1203.7962076,63F5W
63F6_EH,2,E,63F6,63F6-2,EW,EH,NH,63F6_EH,1203.79603383,63F6E
63F6_WH,2,E,63F6,63F6-1,EW,WH,NH,63F6_WH,1203.79609263,63F6W
63F7_EH,2,E,63F7,63F7-2,EW,EH,NH,63F7_EH,1203.79591359,63F7E
63F7_WH,2,E,63F7,63F7-1,EW,WH,NH,63F7_WH,1203.79597414,63F7W
